"store","websites","attribute_set","type","sku","category_ids","has_options","name","config_attributes","manufacturer","meta_title","meta_description","image","small_image","url_key","thumbnail","gift_message_available","url_path","custom_design","options_container","weight","price","cost","minimal_price","description","meta_keyword","in_depth","dimension","model","activation_information","short_description","custom_layout_update","color","status","tax_class_id","visibility","qty","min_qty","use_config_min_qty","is_qty_decimal","backorders","use_config_backorders","min_sale_qty","use_config_min_sale_qty","max_sale_qty","use_config_max_sale_qty","is_in_stock","low_stock_date","notify_stock_qty","use_config_notify_stock_qty","manage_stock","use_config_manage_stock","stock_status_changed_automatically","related","upsell","crosssell","tier_prices","associated","bundle_options","grouped","downloadable_options","image_label","small_image_label","thumbnail_label","disable_googlecheckout","processor","memory","hardrive","screensize","computer_manufacturers","Extended Warranty:drop_down:0:0","Extended Warranty:radio:0:0","gender","shoe_size","shoe_type","shirt_size","country_orgin","finish","room","megapixels","required_options","isbn_13","ram_size","cpu_speed"
"admin","base","Shirts T","simple","4fasd5f5","19","0","The Get Up Kids: Band Camp Pullover Hoodie","","","The Get Up Kids: Band Camp Pullover Hoodie","The Get Up Kids: Band Camp Pullover Hoodie","/t/h/the-get-up-kids-band-camp-pullover-hoodie-1.jpg","/t/h/the-get-up-kids-band-camp-pullover-hoodie-1.jpg","the-get-up-kids-band-camp-pullover-hoodie","/t/h/the-get-up-kids-band-camp-pullover-hoodie-1.jpg","Use config","the-get-up-kids-band-camp-pullover-hoodie.html","","Block after Info Column","1.7500","30.0000","5.0000","","Printed on American Apparel Classic style 5495 California Fleece Pull-Over Hoodies.  Sizing info is available here. ","The Get Up Kids: Band Camp Pullover Hoodie","","","The Get Up Kids: Band Camp Pullover Hoodie","","Printed on American Apparel Classic style 5495 California Fleece Pull-Over Hoodies.  ","","Green","Enabled","Taxable Goods","Catalog, Search","233.0000","0.0000","1","0","0","1","1.0000","1","100.0000","1","1","","","1","0","1","0","coal_sm,ink_sm,oc_sm,","MA464LL/A,384822,cn_3,","1114,zol_r_sm,nine_3,","","","","","","","","","","","","","","","1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20|3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:30","3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:0|1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20","Mens","","","Medium","","","","","","","",""
"admin","base","Furniture","simple","384822","23","0","Akio Dresser","","","Akio Dresser","Our Akio dresser has a solid hardwood frame.  Features include inset panel sides and for spacious drawers and two wicker baskets.","/a/k/akio-dresser.jpg","/a/k/akio-dresser.jpg","akio-dresser","/a/k/akio-dresser.jpg","Use config","akio-dresser.html","","Block after Info Column","128.9700","399.9900","100.0000","399.9900","Features include inset panel sides and for spacious drawers and two wicker baskets. 41""Wx18""Dx36""H.","Hardwood, drawers, wicker, asian, beechwood","","21""W x 44""L x 35.5""H","384822","","Our Akio dresser has a solid hardwood frame.  ","","Brown","Enabled","Taxable Goods","Catalog, Search","339.0000","0.0000","1","0","0","1","1.0000","1","100.0000","1","1","0000-00-00 00:00:00","","1","0","1","0","","","bar1234,1112,1113,1114,","","","","","","","","","","","","","","","1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20|3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:30","3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:0|1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20","","","","","Thailand","Asian Beechwood","Bedroom","","","","",""
"admin","base","Furniture","simple","bar1234","23","0","Barcelona Bamboo Platform Bed","","","Barcelona Bamboo Platform Bed","Our Barcelona platform bed captures the spirit and drama of late 20th century design with a variety of subtle details.","/b/a/barcelona-bamboo-platform-bed.jpg","/b/a/barcelona-bamboo-platform-bed.jpg","barcelona-bamboo-platform-bed","/b/a/barcelona-bamboo-platform-bed.jpg","Use config","barcelona-bamboo-platform-bed.html","","Block after Info Column","150.0000","2299.0000","800.0000","2299.0000","Entirely handcrafted of solid Bamboo. Designed for use with a mattress alone, it includes a sturdy, padded wood platform for comfort and proper mattress support.","bamboo, barcelona, platform, bed","","62""W x 84""L x 8""H","bar1234","","Our Barcelona platform bed captures the spirit and drama of late 20th century design with a variety of subtle details.","","Brown","Enabled","Taxable Goods","Catalog, Search","994.0000","0.0000","1","0","0","1","1.0000","1","100.0000","1","1","0000-00-00 00:00:00","","1","0","1","0","","","384822,1112,1113,1114,","","","","","","","","","","","","","","","1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20|3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:30","3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:0|1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20","","","","","Thailand","Bamboo","Bedroom","","","","",""
"admin","base","Cameras","simple","Rebel XT","26","0","Canon Digital Rebel XT 8MP Digital SLR Camera","","Canon","Canon Digital Rebel XT 8MP Digital SLR Camera with EF-S 18-55mm f3.5-5.6 Lens (Black)","Canon Digital Rebel XT 8MP Digital SLR Camera with EF-S 18-55mm f3.5-5.6 Lens (Black)","/c/a/canon-digital-rebel-xt-8mp-digital-slr-camera-1.jpg","/c/a/canon-digital-rebel-xt-8mp-digital-slr-camera-1.jpg","canon-digital-rebel-xt-8mp-digital-slr-camera-with-ef-s-18-55mm-f3-5-5-6-lens-black","/c/a/canon-digital-rebel-xt-8mp-digital-slr-camera-1.jpg","Use config","canon-digital-rebel-xt-8mp-digital-slr-camera-with-ef-s-18-55mm-f3-5-5-6-lens-black.html","","Block after Info Column","4.0000","550.0000","200.0000","449.0000","The Canon EOS Digital Rebel camera now has a new, faster, even smaller big brother. Sibling rivalries aside, the 8.0-megapixel Canon EOS Digital Rebel XT SLR adds resolution, speed, extra creative control, and enhanced comfort in the hand to one of the smallest and lightest digital cameras in its class. Even with its advancements in ergonomic design and technology, this easy-to-use EOS digital camera is compatible with all of Canon's EF lenses, including the EF-S lenses.","canon, slr, camera, 8, digital","<ul>
<ul class=""disc""> 

<li>8.0-megapixel CMOS sensor captures enough detail for photo-quality 16 x 22-inch prints<br></li>
<li>Includes Canon's EF-S 18-55mm, f3.5-5.6 zoom lens<br></li>
<li>DIGIC II Image Processor provides fast, accurate image processing; captures images at a rate of up to 3 frames per second<br></li>
<li>Fast start-up time--.2 seconds<br></li>
<li>Powered by rechargeable Lithium-ion battery (included, with charger)</li>
</ul>
","5 x 3.7 x 2.5 inches","Rebel XT ",""," Canon EOS Digital Rebel XT SLR adds resolution, speed, extra creative control, and enhanced comfort in the hand to one of the smallest and lightest digital cameras in its class. ","","Black","Enabled","Taxable Goods","Catalog, Search","434.0000","0.0000","1","0","0","1","1.0000","1","100.0000","1","1","","","1","0","1","1","ac674,ac9003,ac-66332,","750,A630,C530,","bb8100,MM-A900M,M285-E,","32000=2=449.0000|","","","","","","","","","","","","","","1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20|3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:30","3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:0|1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20","","","","","","","","8","","","",""
"admin","base","Cameras","simple","QC-2185","26","0"," Argus QC-2185 Quick Click 5MP Digital Camera","","Argus","Argus QC-2185 Quick Click 2MP Digital Camera","Argus QC-2185 Quick Click 2MP Digital Camera","/a/r/argus-qc-2185-quick-click-5mp-digital-camera-2.jpg","/a/r/argus-qc-2185-quick-click-5mp-digital-camera-2.jpg","argus-qc-2185-quick-click-5mp-digital-camera","/a/r/argus-qc-2185-quick-click-5mp-digital-camera-2.jpg","Use config","argus-qc-2185-quick-click-5mp-digital-camera.html","","Block after Info Column","1.0000","37.4900","20.0000","37.4900","The Argus QC-2185 Quick Click 5MP digital camera offers all the basic features you need in a compact and stylish digital camera. This unit is easy to use, and is perfect for those who want a completely portable option for taking good pictures, without having to empty their wallet.

The Argus QC-2185 features a clear and bright 1.1-inch CSTN (color super-twist nematic) LCD display that makes it easy to frame the perfect picture. Thanks to its USB 1.1 connection compatibility, this digital camera lets you quickly download pictures to your Mac or PC, and can also function as a handy web camera. The QC-2185 includes eight megabytes of internal SDRAM memory, with the ability to expand camera memory via a built-in SD (secure digital) storage card slot for easy storage and transfer of your pictures. This unit also includes a built-in auto flash with a three to seven foot range, and comes with ArcSoft PhotoImpression's photo editing software which makes it easy for you to edit, crop, adjust and improve all your best pictures to make them even better.
","Argus, QC-2185, digital, camera, 2MP","<ul>
<ul class=""disc"".  
<li>5 megapixel digital camera with a 1600 x 1200 resolution and an f2.8 aperture</li>
<li> Clear and bright 1.1-inch CSTN LCD display makes it easy to frame the perfect picture</li>
<li>USB 1.1 connection compatibility lets you quickly download pictures to your Mac or PC, and function as a web camera</li>
<li>Runs on 3 AAA batteries, and requires; Windows OS 98 or higher, at least 32 MB of RAM and 125 MB of hard disk space, and an available USB port</li>
<li>Weighs 3.4 ounces, measures 3.6 x 2.4 x 1.1 inches (W x H x D), and is backed by a 1-year manufacturer's warranty</li>
</ul>
","2.75 inches x 1.5 inches","QC-2185","","The Argus QC-2185 Quick Click 5MP digital camera offers all the basic features you need in a compact and stylish digital camera. This unit is easy to use, and is perfect for those who want a completely portable option for taking good pictures, without having to empty their wallet.","","Silver","Enabled","Taxable Goods","Catalog, Search","25.0000","0.0000","1","0","0","1","1.0000","1","100.0000","1","1","","","1","0","1","1","ac674,ac9003,ac-66332,","Rebel XT,A630,C530,","n2610,bb8100,8525PDA,","","","","","","","","","","","","","","","1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20|3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:30","3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:0|1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20","","","","","","","","5","","","",""
"admin","base","Cameras","simple","750","12,26","0"," Olympus Stylus 750 7.1MP Digital Camera","","Olympus","Olympus Stylus 750 7.1MP Digital Camera with Digital Image Stabilized 5x Optical Zoom and CCD Shift Stabilization (Silver)","Olympus Stylus 750 7.1MP Digital Camera with Digital Image Stabilized 5x Optical Zoom and CCD Shift Stabilization (Silver)","/o/l/olympus-stylus-750-7-1mp-digital-camera-2.jpg","/o/l/olympus-stylus-750-7-1mp-digital-camera-2.jpg","olympus-stylus-750-7-1mp-digital-camera","/o/l/olympus-stylus-750-7-1mp-digital-camera-2.jpg","Use config","olympus-stylus-750-7-1mp-digital-camera.html","","Block after Info Column","2.0000","161.9400","29.9900","161.9400","Olympus continues to innovate with the launch of the Stylus 750 digital camera, a technically sophisticated point-and-shoot camera offering a number of pioneering technologies such as Dual Image Stabilization, Bright Capture Technology, and TruePic Turbo, as well as a powerful 5x optical zoom that tucks away into a streamlined metal, all-weather body design. The camera is distinguished by a number of premium features, including:

    * An advanced combination of the mechanical CCD-shift Image Stabilization and Digital Image Stabilization work together to ensure the clearest pictures possible in any situation;
    * A 5x optical zoom lens with a newly developed lens element to maintain a small compact size;
    * A 2.5-inch LCD and Bright Capture Technology dramatically improve composition, capture and review of images in low-light situations;
    * Olympus' exclusive TruePic Turbo Image Processing engine is coupled with a 7.1-megapixel image sensor to produce crisp, high-quality p","Olympus, stylus, 750, 7MP, digital, camera, zoom","<ul>
<ul class=""disc"">

<li>7.1-megapixel CCD captures enough detail for photo-quality 15 x 20-inch prints<br></li>
<li>5x image-stabilized optical zoom; 2.5-inch LCD display<br></li>
<li>Compact, all-weather body measures 3.8 x 2.1 x 0.96 inches<br></li>
<li>Bright Capture technology; 27 selectable shooting modes; built-in Help guide<br></li>
<li>Stores images on xD Picture Cards; powered by Li-Ion battery (battery and charger included)</li>
</ul>","3.8 x 2.1 x 1 inches","750","","A technically sophisticated point-and-shoot camera offering a number of pioneering technologies such as Dual Image Stabilization, Bright Capture Technology, and TruePic Turbo, as well as a powerful 5x optical zoom.","","Silver","Enabled","Taxable Goods","Catalog, Search","928.0000","0.0000","1","0","0","1","1.0000","1","100.0000","1","1","","","1","0","1","0","ac674,ac9003,ac-66332,","Rebel XT,A630,C530,","8525PDA,MM-A900M,MA464LL/A,M285-E,cn,","","","","","","","","","","","","","","","1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20|3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:30","3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:0|1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20","","","","","","","","7","","","",""
"admin","base","Cameras","simple","A630","26","0","Canon PowerShot A630 8MP Digital Camera with 4x Optical Zoom","","Canon","Canon PowerShot A630 8MP Digital Camera with 4x Optical Zoom","Canon PowerShot A630 8MP Digital Camera with 4x Optical Zoom","/c/a/canon-powershot-a630-8mp-digital-camera-with-4x-optical-zoom-2.jpg","/c/a/canon-powershot-a630-8mp-digital-camera-with-4x-optical-zoom-2.jpg","canon-powershot-a630-8mp-digital-camera-with-4x-optical-zoom","/c/a/canon-powershot-a630-8mp-digital-camera-with-4x-optical-zoom-2.jpg","Use config","canon-powershot-a630-8mp-digital-camera-with-4x-optical-zoom.html","","Block after Info Column","3.0000","329.9900","29.9900","329.9900","Replacing the highly popular PowerShot A620, the PowerShot A630 features a rotating 2.5-inch vari-angle LCD, 4x optical zoom lens, and a vast array of creative shooting modes.<br>

The PowerShot A630 packs a vast array of advanced features into a remarkably compact space<br><br>

","canon, powershot, A630, digital, camera, optical, zoom","<ul>
<ul class=""disc"">
<li>8-megapixel CCD captures enough detail for photo-quality 16 x 22-inch prints<br></li>
<li>4x optical zoom; 2.5-inch vari-angle LCD display<br></li>
<li>ISO range up to ISO 800 for less blur in low light while hand-holding<br></li>
<li>3:2 guide masks LCD to display 4 x 6-inch print size; 16:9 format option for still images<br></li>
<li>Stores images on SD cards; powered by 4 AA-size batteries</li>
</ul>","4.3 x 2.6 x 1.9 inches ","A630 ","","Replacing the highly popular PowerShot A620, the PowerShot A630 features a rotating 2.5-inch vari-angle LCD, 4x optical zoom lens, and a vast array of creative shooting modes.","","Silver","Enabled","Taxable Goods","Catalog, Search","673.0000","0.0000","1","0","0","1","1.0000","1","100.0000","1","1","0000-00-00 00:00:00","","1","0","1","0","","Rebel XT,750,C530,","n2610,MA464LL/A,M285-E,","","","","","","","","","","","","","","","1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20|3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:30","3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:0|1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20","","","","","","","","8","","","",""
"admin","base","Cameras","simple","C530","26","0","Kodak EasyShare C530 5MP Digital Camera","","Kodak","Kodak EasyShare C530 5MP Digital Camera","Kodak EasyShare C530 5MP Digital Camera","/k/o/kodak-easyshare-c530-5mp-digital-camera-2.jpg","/k/o/kodak-easyshare-c530-5mp-digital-camera-2.jpg","kodak-easyshare-c530-5mp-digital-camera","/k/o/kodak-easyshare-c530-5mp-digital-camera-2.jpg","Use config","kodak-easyshare-c530-5mp-digital-camera.html","","Block after Info Column","2.0000","199.9900","29.9900","199.9900","Small on size. Big on value. Kodak's newest C-Series digital camera, the C530, sports awesome features--such as 5.0-megapixel CCD resolution, on-camera image cropping, and an on-camera Share button--at a very affordable price.","kodak, eayshare, c530, 5MP, digital, camera","<ul>
<ul class=""disc"">   

<li>5.0-megapixel CCD captures enough detail for photo-quality 13 x 17-inch prints<br></li>
<li>1.5-inch LCD display<br></li>
<li>Continuous QVGA video<br></li>
<li>Auto scene mode and three color modes; in-camera cropping<br></li>
<li>Powered by AA size batteries; stores images on SD memory cards (includes 16 MB internal memory)</li>
</ul>"," 4 x 6 x 9 inches","C530 ","","Small on size. Big on value. Kodak's newest C-Series digital camera, the C530, sports awesome features","","Silver","Enabled","Taxable Goods","Catalog, Search","872.0000","0.0000","1","0","0","1","1.0000","1","100.0000","1","1","0000-00-00 00:00:00","","1","0","1","0","ac674,ac9003,ac-66332,","Rebel XT,QC-2185,A630,","n2610,8525PDA,LX.FR206.001,","","","","","","","","","","","","","","","1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20|3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:30","3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:0|1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20","","","","","","","","5","","","",""
"admin","base","Shoes","simple","ana_9","17","0","Anashria Womens Premier Leather Sandal","","Anashria","Anashria Womens Premier Leather Sandal","Anashria Womens Premier Leather Sandal","/a/n/anashria-womens-premier-leather-sandal-2.jpg","/a/n/anashria-womens-premier-leather-sandal-3.jpg","anashria-womens-premier-leather-sandal-9","/a/n/anashria-womens-premier-leather-sandal-4.jpg","Use config","anashria-womens-premier-leather-sandal-9.html","","Block after Info Column","2.0000","41.9500","10.0000","41.9500","Womens Premier Leather Single Layer Narrow Strap - NEW Colors Available - Womens Style - Genuine Top Grain Premier Leather - Rich Color Tones - Straps lined with 2000 lb test nylon - Guaranteed for the Life of the Sole - Non-slip sole - Note: Rainbow is in the process of unveiling a new toe post tag that is much smaller than the original tag.","womens, sandal, leather, anashria, ","Womens Premier Leather Single Layer Narrow Strap - ","","B000KJ43SG","","Womens Premier Leather Single Layer Narrow Strap - NEW Colors Available - Womens Style - Genuine Top Grain Premier Leather - Rich Color Tones - Straps lined with 2000 lb test nylon - Guaranteed for the Life of the Sole - Non-slip sole - Note: Rainbow is in the process of unveiling a new toe post tag that is much smaller than the original tag.","","Brown","Enabled","Taxable Goods","Nowhere","456.0000","0.0000","1","0","0","1","1.0000","1","100.0000","1","1","0000-00-00 00:00:00","","1","0","1","0","cn_3,nine_3,ecco_3,Rebel XT,","bb8100,MA464LL/A,384822,","M285-E,ink_sm,A630,","","","","","","","","","","","","","","","1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20|3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:30","3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:0|1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20","Womens","9","Sandal","","","","","","","","",""
"admin","base","Furniture","simple","1111","22","0","Ottoman","","","Ottoman","Ottoman","/o/t/ottoman.jpg","/o/t/ottoman.jpg","ottoman","/o/t/ottoman.jpg","Use config","ottoman.html","","Block after Info Column","20.0000","299.9900","50.0000","299.9900","The Magento ottoman will impress with its style while it delivers on quality. This piece of living room furniture is built to last with durable solid wood framing, generous padding and plush stain-resistant microfiber upholstery.","Ottoman","","","magotto","","With durable solid wood framing, generous padding and plush stain-resistant microfiber upholstery.","","Red","Enabled","Taxable Goods","Catalog, Search","651.0000","0.0000","1","0","0","1","1.0000","1","100.0000","1","1","","","1","0","1","0","1112,","1114,","384822,bar1234,","","","","","","","","","","","","","","","1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20|3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:30","3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:0|1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20","","","","","Italy","Microfiber","Living Room","","","","",""
"admin","base","Furniture","simple","1112","22","0","Chair","","","Chair","Chair","/c/h/chair.jpg","/c/h/chair.jpg","chair","/c/h/chair.jpg","Use config","chair.html","","Block after Info Column","50.0000","129.9900","50.0000","129.9900","This Magento chair features a fun, futuristic design, with fluid curves and gentle angles that follow the shape of the body to enhance ultimate relaxation. It combines a hint of nostalgia with the up-to-date sensibility and function of modern chairs. It is in soft, velvety microfiber.","Chair","","","1112","","Combining a hint of nostalgia with the up-to-date sensibility and function of modern chairs. It is in soft, velvety microfiber.","","Red","Enabled","Taxable Goods","Catalog, Search","721.0000","0.0000","1","0","0","1","1.0000","1","100.0000","1","1","","","1","0","1","0","1113,","1114,","384822,bar1234,","","","","","","","","","","","","","","","1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20|3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:30","3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:0|1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20","","","","","Italy","Microfiber","Living Room","","","","",""
"admin","base","Furniture","simple","1113","22","0","Couch","","","Couch","Couch","/c/o/couch.jpg","/c/o/couch.jpg","couch","/c/o/couch.jpg","Use config","couch.html","","Block after Info Column","200.0000","599.9900","200.0000","599.9900","Inspired by the classic camelback sofa, Magento offers comfort and style in a low maintenance package.  For a sleek, simple and stylish piece, look no further than the Magento sofa - or sofabed!","Couch","","","1113","","For a sleek, simple and stylish piece, look no further than the Magento sofa - or sofabed!","","Red","Enabled","Taxable Goods","Catalog, Search","955.0000","0.0000","1","0","0","1","1.0000","1","100.0000","1","1","","","1","0","1","0","1111,1112,","1114,","bb8100,ken_8,Rebel XT,","","","","","","","","","","","","","","","1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20|3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:30","3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:0|1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20","","","","","Italy","Microfiber","Living Room","","","","",""
"admin","base","Furniture","grouped","1114","22","0","Magento Red Furniture Set","","","Magento Red Furniture Set","Magento Red Furniture Set","/m/a/magento-red-furniture-set.jpg","/m/a/magento-red-furniture-set.jpg","magento-red-furniture-set","/m/a/magento-red-furniture-set.jpg","Use config","magento-red-furniture-set.html","","Block after Info Column","500.0000","699.9900","300.0000","699.9900","The perfect furniture set for the living room!  Love red?  You'll love these pieces of handmade modern furniture!","Magento, Red, Furniture, Set, ottoman, couch, chair","","","RFS","","Love red?  You'll love these pieces of handmade modern furniture!","","Red","Enabled","Taxable Goods","Catalog, Search","960.0000","0.0000","1","0","0","1","1.0000","1","100.0000","1","1","0000-00-00 00:00:00","","1","0","1","0","","","384822,bar1234,","","","","1111,1112,1113,","","","","","","","","","","","1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20|3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:30","3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:0|1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20","","","","","Italy","Microfiber","Living Room","","","","",""
"admin","base","Shoes","simple","ana_3","17","0","Anashria Womens Premier Leather Sandal","","Anashria","Anashria Womens Premier Leather Sandal","Anashria Womens Premier Leather Sandal","/a/n/anashria-womens-premier-leather-sandal.jpg","/a/n/anashria-womens-premier-leather-sandal.jpg","anashria-womens-premier-leather-sandal-3","/a/n/anashria-womens-premier-leather-sandal.jpg","Use config","anashria-womens-premier-leather-sandal-3.html","","Block after Info Column","2.0000","41.9500","10.0000","41.9500","Womens Premier Leather Single Layer Narrow Strap - NEW Colors Available - Womens Style - Genuine Top Grain Premier Leather - Rich Color Tones - Straps lined with 2000 lb test nylon - Guaranteed for the Life of the Sole - Non-slip sole - Note: Rainbow is in the process of unveiling a new toe post tag that is much smaller than the original tag.","womens, sandal, leather, anashria, ","Womens Premier Leather Single Layer Narrow Strap - ","","B000KJ43SG","","Womens Premier Leather Single Layer Narrow Strap - NEW Colors Available - Womens Style - Genuine Top Grain Premier Leather - Rich Color Tones - Straps lined with 2000 lb test nylon - Guaranteed for the Life of the Sole - Non-slip sole - Note: Rainbow is in the process of unveiling a new toe post tag that is much smaller than the original tag.","","Brown","Enabled","Taxable Goods","Nowhere","999.0000","0.0000","1","0","0","1","1.0000","1","100.0000","1","1","0000-00-00 00:00:00","","1","0","1","0","","","","","","","","","","","","","","","","","","1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20|3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:30","3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:0|1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20","Womens","3","Sandal","","","","","","","","",""
"admin","base","Shoes","simple","ana_4","17","0","Anashria Womens Premier Leather Sandal","","Anashria","Anashria Womens Premier Leather Sandal","Anashria Womens Premier Leather Sandal","/a/n/anashria-womens-premier-leather-sandal-2.jpg","/a/n/anashria-womens-premier-leather-sandal-3.jpg","anashria-womens-premier-leather-sandal-4","/a/n/anashria-womens-premier-leather-sandal-4.jpg","Use config","anashria-womens-premier-leather-sandal-4.html","","Block after Info Column","2.0000","41.9500","10.0000","41.9500","Womens Premier Leather Single Layer Narrow Strap - NEW Colors Available - Womens Style - Genuine Top Grain Premier Leather - Rich Color Tones - Straps lined with 2000 lb test nylon - Guaranteed for the Life of the Sole - Non-slip sole - Note: Rainbow is in the process of unveiling a new toe post tag that is much smaller than the original tag.","womens, sandal, leather, anashria, ","Womens Premier Leather Single Layer Narrow Strap - ","","B000KJ43SG","","Womens Premier Leather Single Layer Narrow Strap - NEW Colors Available - Womens Style - Genuine Top Grain Premier Leather - Rich Color Tones - Straps lined with 2000 lb test nylon - Guaranteed for the Life of the Sole - Non-slip sole - Note: Rainbow is in the process of unveiling a new toe post tag that is much smaller than the original tag.","","Brown","Enabled","Taxable Goods","Nowhere","617.0000","0.0000","1","0","0","1","1.0000","1","100.0000","1","1","0000-00-00 00:00:00","","1","0","1","0","","","","","","","","","","","","","","","","","","1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20|3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:30","3 Year - Parts and Labor:fixed:325.0000:3yr_p_l:0|1 Year - Parts and Labor:fixed:150.0000:1yr_p_l:10|2 Years - Parts and Labor:fixed:250.0000:2yr_p_l:20","Womens","4","Sandal","","","","","","","","",""
